#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
318	 8 	 HLi 	 LiH 	 1.815389591759069e-05 	 1.815389591759069e-05
318	 7 	 CO 	 OC 	 2.3974137668762533e-05 	 2.3974137668762533e-05
318	 1 	 N2 	 N2 	 0.00020865179168238438 	 0.00020865179168238438
318	 0 	 H2 	 H2 	 1.1704001892477752e-05 	 1.1704001892477752e-05
318	 25 	 Li 	 Li 	 4.097662118613494e-05 	 4.097662118613494e-05
318	 6 	 C2H2 	 C2H2 	 0.03944873183490061 	 0.03944873183490061
318	 18 	 H3N 	 NH3 	 0.0006044320247639963 	 0.0006044320247639963
318	 22 	 CH4O 	 CH4O 	 0.00030437390929039204 	 0.00030437390929039204
318	 14 	 N2O 	 N2O 	 0.014616364802237942 	 0.014616364802237942
318	 5 	 F2 	 F2 	 0.00037884269503087454 	 0.00037884269503087454
318	 11 	 NO2 	 NO2 	 0.016658131883812776 	 0.016658131883812776
318	 24 	 C 	 C 	 1.3214596052805772e-05 	 1.3214596052805772e-05
318	 15 	 CH3 	 CH3 	 0.00019101385117658247 	 0.00019101385117658247
318	 21 	 HN2O 	 HON2 	 0.006978358290997986 	 0.006978358290997986
318	 4 	 CO2 	 CO2 	 0.002241768297193297 	 0.002241768297193297
318	 23 	 HF2 	 HF2 	 0.00278342880287539 	 0.00278342880287539
318	 16 	 CH2 	 CH2 	 0.0048008640455729015 	 0.0048008640455729015
318	 12 	 HN 	 NH 	 0.001771772575007298 	 0.001771772575007298
318	 9 	 Na2 	 Na2 	 1.9210170997672618e-08 	 1.9210170997672618e-08
318	 20 	 CH 	 CH 	 3.942854083044017e-07 	 3.942854083044017e-07
318	 19 	 HO 	 OH 	 1.06868887810854e-06 	 1.06868887810854e-06
318	 2 	 FLi 	 LiF 	 0.006078121609816498 	 0.006078121609816498
318	 3 	 CHN 	 CNH 	 0.0019555665476773216 	 0.0019555665476773216
318	 13 	 O3 	 O3 	 0.018176029849140598 	 0.018176029849140598
319	 3 	 CHN 	 CNH 	 0.001950180016337674 	 0.001950180016337674
319	 14 	 N2O 	 N2O 	 0.014616876901460032 	 0.014616876901460032
319	 10 	 NO 	 NO 	 0.0005458612231672851 	 0.0005458612231672851
319	 8 	 HLi 	 LiH 	 1.803994606832576e-05 	 1.803994606832576e-05
319	 22 	 CH4O 	 CH4O 	 0.0003043737218099701 	 0.0003043737218099701
319	 4 	 CO2 	 CO2 	 0.002239235052443992 	 0.002239235052443992
319	 1 	 N2 	 N2 	 0.00020923306716312835 	 0.00020923306716312835
319	 2 	 FLi 	 LiF 	 0.006075137795355716 	 0.006075137795355716
319	 20 	 CH 	 CH 	 3.974084922441287e-07 	 3.974084922441287e-07
319	 15 	 CH3 	 CH3 	 0.000191251346875515 	 0.000191251346875515
319	 13 	 O3 	 O3 	 0.01758170163486876 	 0.01758170163486876
319	 24 	 C 	 C 	 1.3272244724567718e-05 	 1.3272244724567718e-05
319	 23 	 HF2 	 HF2 	 0.002783425258917477 	 0.002783425258917477
319	 5 	 F2 	 F2 	 0.00037869902579090373 	 0.00037869902579090373
319	 16 	 CH2 	 CH2 	 0.004801552082126192 	 0.004801552082126192
319	 12 	 HN 	 NH 	 0.0017711900268873868 	 0.0017711900268873868
319	 11 	 NO2 	 NO2 	 0.01665980571274575 	 0.01665980571274575
319	 19 	 HO 	 OH 	 1.0740150964866083e-06 	 1.0740150964866083e-06
319	 6 	 C2H2 	 C2H2 	 0.03226370565015673 	 0.03226370565015673
319	 25 	 Li 	 Li 	 4.3015193726226786e-05 	 4.3015193726226786e-05
319	 9 	 Na2 	 Na2 	 1.8498239385968838e-08 	 1.8498239385968838e-08
319	 7 	 CO 	 OC 	 2.760000217975364e-05 	 2.760000217975364e-05
319	 0 	 H2 	 H2 	 1.2260295736314772e-05 	 1.2260295736314772e-05
319	 21 	 HN2O 	 HON2 	 0.006978333237048306 	 0.006978333237048306
319	 17 	 H2O 	 OH2 	 1.6394138974645377e-06 	 1.6394138974645377e-06
319	 18 	 H3N 	 NH3 	 0.000604620404168977 	 0.000604620404168977
320	 23 	 HF2 	 HF2 	 0.002783419355916714 	 0.002783419355916714
320	 15 	 CH3 	 CH3 	 0.00019088603180474696 	 0.00019088603180474696
320	 4 	 CO2 	 CO2 	 0.0022380384775872834 	 0.0022380384775872834
320	 3 	 CHN 	 CNH 	 0.0019521678611151242 	 0.0019521678611151242
320	 12 	 HN 	 NH 	 0.0017710672080690885 	 0.0017710672080690885
320	 19 	 HO 	 OH 	 4.5485973717517545e-07 	 4.5485973717517545e-07
320	 10 	 NO 	 NO 	 0.0005291659369970027 	 0.0005291659369970027
320	 9 	 Na2 	 Na2 	 1.9312528974669745e-08 	 1.9312528974669745e-08
320	 8 	 HLi 	 LiH 	 1.7877626097745343e-05 	 1.7877626097745343e-05
320	 18 	 H3N 	 NH3 	 0.000604115965474447 	 0.000604115965474447
320	 6 	 C2H2 	 C2H2 	 0.005827280144297879 	 0.005827280144297879
320	 1 	 N2 	 N2 	 0.00021213442871954993 	 0.00021213442871954993
320	 14 	 N2O 	 N2O 	 0.014612903665518462 	 0.014612903665518462
320	 20 	 CH 	 CH 	 3.9415534501265036e-07 	 3.9415534501265036e-07
320	 24 	 C 	 C 	 1.3145015845109005e-05 	 1.3145015845109005e-05
320	 22 	 CH4O 	 CH4O 	 0.00030437118014878007 	 0.00030437118014878007
320	 21 	 HN2O 	 HON2 	 0.006978316675133974 	 0.006978316675133974
320	 5 	 F2 	 F2 	 0.00037875536534832477 	 0.00037875536534832477
320	 16 	 CH2 	 CH2 	 0.004801388774913356 	 0.004801388774913356
320	 17 	 H2O 	 OH2 	 2.879936665468923e-07 	 2.879936665468923e-07
320	 2 	 FLi 	 LiF 	 0.00607220675591727 	 0.00607220675591727
320	 25 	 Li 	 Li 	 4.308739263177869e-05 	 4.308739263177869e-05
320	 0 	 H2 	 H2 	 1.1931195000103041e-05 	 1.1931195000103041e-05
320	 11 	 NO2 	 NO2 	 0.016657520111173465 	 0.016657520111173465
320	 7 	 CO 	 OC 	 2.4117791240841693e-05 	 2.4117791240841693e-05
320	 13 	 O3 	 O3 	 0.017583472987424895 	 0.017583472987424895
321	 3 	 CHN 	 CNH 	 0.001955220542899578 	 0.001955220542899578
321	 5 	 F2 	 F2 	 0.00037894463119643527 	 0.00037894463119643527
321	 15 	 CH3 	 CH3 	 0.00019122810320596398 	 0.00019122810320596398
321	 24 	 C 	 C 	 1.3306155796769558e-05 	 1.3306155796769558e-05
321	 1 	 N2 	 N2 	 0.00020858270013731614 	 0.00020858270013731614
321	 18 	 H3N 	 NH3 	 0.000603365015289719 	 0.000603365015289719
321	 7 	 CO 	 OC 	 2.7791156396706023e-05 	 2.7791156396706023e-05
321	 25 	 Li 	 Li 	 4.1394512463341345e-05 	 4.1394512463341345e-05
321	 21 	 HN2O 	 HON2 	 0.006978321363214471 	 0.006978321363214471
321	 9 	 Na2 	 Na2 	 1.8124192615922865e-08 	 1.8124192615922865e-08
321	 10 	 NO 	 NO 	 0.0005291714284830311 	 0.0005291714284830311
321	 12 	 HN 	 NH 	 0.0017710588589644697 	 0.0017710588589644697
321	 17 	 H2O 	 OH2 	 1.6378730417574837e-06 	 1.6378730417574837e-06
321	 16 	 CH2 	 CH2 	 0.004802616608550923 	 0.004802616608550923
321	 11 	 NO2 	 NO2 	 0.016658651760715543 	 0.016658651760715543
321	 8 	 HLi 	 LiH 	 1.802377466376168e-05 	 1.802377466376168e-05
321	 22 	 CH4O 	 CH4O 	 0.0003043720838516402 	 0.0003043720838516402
321	 20 	 CH 	 CH 	 3.9191663591264555e-07 	 3.9191663591264555e-07
321	 19 	 HO 	 OH 	 1.0654476286620604e-06 	 1.0654476286620604e-06
321	 23 	 HF2 	 HF2 	 0.002783419168054868 	 0.002783419168054868
321	 2 	 FLi 	 LiF 	 0.00607380899184385 	 0.00607380899184385
321	 13 	 O3 	 O3 	 0.01758035248099084 	 0.01758035248099084
321	 4 	 CO2 	 CO2 	 0.0022380817422971372 	 0.0022380817422971372
321	 6 	 C2H2 	 C2H2 	 0.014912183304148488 	 0.014912183304148488
321	 0 	 H2 	 H2 	 1.1975080973290984e-05 	 1.1975080973290984e-05
321	 14 	 N2O 	 N2O 	 0.01479480682791756 	 0.01479480682791756
322	 16 	 CH2 	 CH2 	 0.004802153933709908 	 0.004802153933709908
322	 5 	 F2 	 F2 	 0.00037888216803743643 	 0.00037888216803743643
322	 19 	 HO 	 OH 	 4.538927204171856e-07 	 4.538927204171856e-07
322	 21 	 HN2O 	 HON2 	 0.006978322889002247 	 0.006978322889002247
322	 22 	 CH4O 	 CH4O 	 0.0003043712893564463 	 0.0003043712893564463
322	 20 	 CH 	 CH 	 3.935769435167382e-07 	 3.935769435167382e-07
322	 12 	 HN 	 NH 	 0.001771515282535766 	 0.001771515282535766
322	 10 	 NO 	 NO 	 0.000529074415436484 	 0.000529074415436484
322	 17 	 H2O 	 OH2 	 1.6588711198594132e-06 	 1.6588711198594132e-06
322	 1 	 N2 	 N2 	 0.00021058531200899614 	 0.00021058531200899614
322	 0 	 H2 	 H2 	 1.2136128499426074e-05 	 1.2136128499426074e-05
322	 7 	 CO 	 OC 	 2.400927011764905e-05 	 2.400927011764905e-05
322	 18 	 H3N 	 NH3 	 0.0006040844764088003 	 0.0006040844764088003
322	 2 	 FLi 	 LiF 	 0.0060814195687883005 	 0.0060814195687883005
322	 8 	 HLi 	 LiH 	 1.7856275762238382e-05 	 1.7856275762238382e-05
322	 13 	 O3 	 O3 	 0.018175745722792288 	 0.018175745722792288
322	 4 	 CO2 	 CO2 	 0.0022391801474776598 	 0.0022391801474776598
322	 25 	 Li 	 Li 	 4.1660712992503136e-05 	 4.1660712992503136e-05
322	 11 	 NO2 	 NO2 	 0.016658155960573864 	 0.016658155960573864
322	 6 	 C2H2 	 C2H2 	 0.04586842944070549 	 0.04586842944070549
322	 23 	 HF2 	 HF2 	 0.002783423397199411 	 0.002783423397199411
322	 24 	 C 	 C 	 1.3165178806822805e-05 	 1.3165178806822805e-05
322	 3 	 CHN 	 CNH 	 0.0019546461842784323 	 0.0019546461842784323
322	 15 	 CH3 	 CH3 	 0.00019098881894200395 	 0.00019098881894200395
322	 14 	 N2O 	 N2O 	 0.014615434752344263 	 0.014615434752344263
322	 9 	 Na2 	 Na2 	 1.7939579280378605e-08 	 1.7939579280378605e-08
323	 2 	 FLi 	 LiF 	 0.006077629852330143 	 0.006077629852330143
323	 5 	 F2 	 F2 	 0.00037888747927499014 	 0.00037888747927499014
323	 1 	 N2 	 N2 	 0.00021116984178810535 	 0.00021116984178810535
323	 10 	 NO 	 NO 	 0.0005291706768493015 	 0.0005291706768493015
323	 14 	 N2O 	 N2O 	 0.014613880597884233 	 0.014613880597884233
323	 4 	 CO2 	 CO2 	 0.0021736543746759098 	 0.0021736543746759098
323	 20 	 CH 	 CH 	 3.9509765537659456e-07 	 3.9509765537659456e-07
323	 8 	 HLi 	 LiH 	 1.774255000847858e-05 	 1.774255000847858e-05
323	 0 	 H2 	 H2 	 1.2555262715473019e-05 	 1.2555262715473019e-05
323	 12 	 HN 	 NH 	 0.0017711216138380861 	 0.0017711216138380861
323	 6 	 C2H2 	 C2H2 	 0.033442523784752466 	 0.033442523784752466
323	 11 	 NO2 	 NO2 	 0.016657473285513036 	 0.016657473285513036
323	 9 	 Na2 	 Na2 	 1.8941169925042903e-08 	 1.8941169925042903e-08
323	 23 	 HF2 	 HF2 	 0.002783417444353559 	 0.002783417444353559
323	 17 	 H2O 	 OH2 	 2.9174875251834396e-07 	 2.9174875251834396e-07
323	 15 	 CH3 	 CH3 	 0.00019128036644370762 	 0.00019128036644370762
323	 3 	 CHN 	 CNH 	 0.0019495117529062032 	 0.0019495117529062032
323	 18 	 H3N 	 NH3 	 0.000604051876570305 	 0.000604051876570305
323	 21 	 HN2O 	 HON2 	 0.006978277760341616 	 0.006978277760341616
323	 25 	 Li 	 Li 	 4.2557877801661795e-05 	 4.2557877801661795e-05
323	 19 	 HO 	 OH 	 1.0633914452723775e-06 	 1.0633914452723775e-06
323	 13 	 O3 	 O3 	 0.01758044764926705 	 0.01758044764926705
323	 16 	 CH2 	 CH2 	 0.004800919245922868 	 0.004800919245922868
323	 24 	 C 	 C 	 1.3255528869493112e-05 	 1.3255528869493112e-05
323	 22 	 CH4O 	 CH4O 	 0.00030436800054983097 	 0.00030436800054983097
323	 7 	 CO 	 OC 	 2.772177013104237e-05 	 2.772177013104237e-05
324	 1 	 N2 	 N2 	 0.0002121848556867479 	 0.0002121848556867479
324	 14 	 N2O 	 N2O 	 0.014617108792410304 	 0.014617108792410304
324	 7 	 CO 	 OC 	 2.7744810744442366e-05 	 2.7744810744442366e-05
324	 18 	 H3N 	 NH3 	 0.000604245357976861 	 0.000604245357976861
324	 4 	 CO2 	 CO2 	 0.0022389565350819157 	 0.0022389565350819157
324	 8 	 HLi 	 LiH 	 1.780400168242351e-05 	 1.780400168242351e-05
324	 10 	 NO 	 NO 	 0.0005291685070590269 	 0.0005291685070590269
324	 0 	 H2 	 H2 	 1.2121890437957587e-05 	 1.2121890437957587e-05
324	 17 	 H2O 	 OH2 	 1.6678184780696482e-06 	 1.6678184780696482e-06
324	 11 	 NO2 	 NO2 	 0.017042045025268775 	 0.017042045025268775
324	 9 	 Na2 	 Na2 	 1.7433605951802637e-08 	 1.7433605951802637e-08
324	 19 	 HO 	 OH 	 4.575623292071532e-07 	 4.575623292071532e-07
324	 5 	 F2 	 F2 	 0.000378900485354263 	 0.000378900485354263
324	 25 	 Li 	 Li 	 4.488519903346259e-05 	 4.488519903346259e-05
324	 24 	 C 	 C 	 1.3216141179684393e-05 	 1.3216141179684393e-05
324	 20 	 CH 	 CH 	 3.9199355495254e-07 	 3.9199355495254e-07
324	 22 	 CH4O 	 CH4O 	 0.00030436821842530173 	 0.00030436821842530173
324	 15 	 CH3 	 CH3 	 0.0001913931281167791 	 0.0001913931281167791
324	 3 	 CHN 	 CNH 	 0.001955639662078874 	 0.001955639662078874
324	 6 	 C2H2 	 C2H2 	 0.029207024653018387 	 0.029207024653018387
324	 2 	 FLi 	 LiF 	 0.0060771807019211225 	 0.0060771807019211225
324	 13 	 O3 	 O3 	 0.017579762864321516 	 0.017579762864321516
324	 16 	 CH2 	 CH2 	 0.004800621329341433 	 0.004800621329341433
324	 23 	 HF2 	 HF2 	 0.0027834073529677205 	 0.0027834073529677205
324	 21 	 HN2O 	 HON2 	 0.006978230961147342 	 0.006978230961147342
324	 12 	 HN 	 NH 	 0.0017711287298812586 	 0.0017711287298812586
325	 21 	 HN2O 	 HON2 	 0.006978221516226885 	 0.006978221516226885
325	 14 	 N2O 	 N2O 	 0.014793327254547512 	 0.014793327254547512
325	 6 	 C2H2 	 C2H2 	 0.03484352442363589 	 0.03484352442363589
325	 0 	 H2 	 H2 	 1.16825818504821e-05 	 1.16825818504821e-05
325	 23 	 HF2 	 HF2 	 0.0027834004780962944 	 0.0027834004780962944
325	 1 	 N2 	 N2 	 0.00021193481995830128 	 0.00021193481995830128
325	 7 	 CO 	 OC 	 2.3961903663881303e-05 	 2.3961903663881303e-05
325	 3 	 CHN 	 CNH 	 0.001953428297920741 	 0.001953428297920741
325	 16 	 CH2 	 CH2 	 0.004800653298176244 	 0.004800653298176244
325	 18 	 H3N 	 NH3 	 0.0006037096095113125 	 0.0006037096095113125
325	 17 	 H2O 	 OH2 	 1.6226214187731178e-06 	 1.6226214187731178e-06
325	 10 	 NO 	 NO 	 0.0005457542480423049 	 0.0005457542480423049
325	 5 	 F2 	 F2 	 0.00037895830672242403 	 0.00037895830672242403
325	 4 	 CO2 	 CO2 	 0.0022378936189790407 	 0.0022378936189790407
325	 11 	 NO2 	 NO2 	 0.016658567333491223 	 0.016658567333491223
325	 24 	 C 	 C 	 1.3183364332942947e-05 	 1.3183364332942947e-05
325	 8 	 HLi 	 LiH 	 1.7831437829142877e-05 	 1.7831437829142877e-05
325	 9 	 Na2 	 Na2 	 1.8801913923584216e-08 	 1.8801913923584216e-08
325	 19 	 HO 	 OH 	 1.0763960212317262e-06 	 1.0763960212317262e-06
325	 22 	 CH4O 	 CH4O 	 0.0003043631762911002 	 0.0003043631762911002
325	 13 	 O3 	 O3 	 0.01817945721717798 	 0.01817945721717798
325	 20 	 CH 	 CH 	 3.866891652307369e-07 	 3.866891652307369e-07
325	 15 	 CH3 	 CH3 	 0.00019083045011203872 	 0.00019083045011203872
325	 12 	 HN 	 NH 	 0.0017708257129119742 	 0.0017708257129119742
325	 25 	 Li 	 Li 	 4.507152011961811e-05 	 4.507152011961811e-05
325	 2 	 FLi 	 LiF 	 0.0060797937432288 	 0.0060797937432288
326	 1 	 N2 	 N2 	 0.00021207263160026953 	 0.00021207263160026953
326	 14 	 N2O 	 N2O 	 0.014616025393800547 	 0.014616025393800547
326	 20 	 CH 	 CH 	 3.9672751858156793e-07 	 3.9672751858156793e-07
326	 9 	 Na2 	 Na2 	 1.901933700755317e-08 	 1.901933700755317e-08
326	 10 	 NO 	 NO 	 0.0005456399803426014 	 0.0005456399803426014
326	 12 	 HN 	 NH 	 0.0017720936436316018 	 0.0017720936436316018
326	 24 	 C 	 C 	 1.320589230107304e-05 	 1.320589230107304e-05
326	 23 	 HF2 	 HF2 	 0.002783385476608838 	 0.002783385476608838
326	 13 	 O3 	 O3 	 0.017579509061302685 	 0.017579509061302685
326	 3 	 CHN 	 CNH 	 0.0019487021202038706 	 0.0019487021202038706
326	 8 	 HLi 	 LiH 	 1.798115722088915e-05 	 1.798115722088915e-05
326	 0 	 H2 	 H2 	 1.1113308302744415e-05 	 1.1113308302744415e-05
326	 11 	 NO2 	 NO2 	 0.016659957063200292 	 0.016659957063200292
326	 17 	 H2O 	 OH2 	 1.6312510779114892e-06 	 1.6312510779114892e-06
326	 5 	 F2 	 F2 	 0.00037869388908686136 	 0.00037869388908686136
326	 21 	 HN2O 	 HON2 	 0.006978155479827496 	 0.006978155479827496
326	 19 	 HO 	 OH 	 4.5362406842648415e-07 	 4.5362406842648415e-07
326	 2 	 FLi 	 LiF 	 0.006080847466416043 	 0.006080847466416043
326	 22 	 CH4O 	 CH4O 	 0.00030436217400152973 	 0.00030436217400152973
326	 4 	 CO2 	 CO2 	 0.0022395401082219006 	 0.0022395401082219006
326	 18 	 H3N 	 NH3 	 0.0006049015446223372 	 0.0006049015446223372
326	 6 	 C2H2 	 C2H2 	 0.03396243664598491 	 0.03396243664598491
326	 16 	 CH2 	 CH2 	 0.004801284951654956 	 0.004801284951654956
326	 25 	 Li 	 Li 	 4.4486354976527286e-05 	 4.4486354976527286e-05
326	 7 	 CO 	 OC 	 2.4012540999293855e-05 	 2.4012540999293855e-05
326	 15 	 CH3 	 CH3 	 0.00019087680919486352 	 0.00019087680919486352
327	 8 	 HLi 	 LiH 	 1.7747754007857258e-05 	 1.7747754007857258e-05
327	 22 	 CH4O 	 CH4O 	 0.00030436143910012243 	 0.00030436143910012243
327	 14 	 N2O 	 N2O 	 0.014616498382256588 	 0.014616498382256588
327	 23 	 HF2 	 HF2 	 0.0027833770583038254 	 0.0027833770583038254
327	 3 	 CHN 	 CNH 	 0.0019532712943514875 	 0.0019532712943514875
327	 17 	 H2O 	 OH2 	 2.9011542053416017e-07 	 2.9011542053416017e-07
327	 20 	 CH 	 CH 	 3.941223853314989e-07 	 3.941223853314989e-07
327	 11 	 NO2 	 NO2 	 0.017043711233338577 	 0.017043711233338577
327	 6 	 C2H2 	 C2H2 	 0.03377555668179579 	 0.03377555668179579
327	 13 	 O3 	 O3 	 0.017582842398654992 	 0.017582842398654992
327	 19 	 HO 	 OH 	 1.066308744387256e-06 	 1.066308744387256e-06
327	 2 	 FLi 	 LiF 	 0.006069623404551619 	 0.006069623404551619
327	 15 	 CH3 	 CH3 	 0.0001910615643187907 	 0.0001910615643187907
327	 12 	 HN 	 NH 	 0.0017712788443264866 	 0.0017712788443264866
327	 1 	 N2 	 N2 	 0.00021168166432885128 	 0.00021168166432885128
327	 24 	 C 	 C 	 1.3109586965670014e-05 	 1.3109586965670014e-05
327	 9 	 Na2 	 Na2 	 1.7899631118431627e-08 	 1.7899631118431627e-08
327	 5 	 F2 	 F2 	 0.00037872806775608 	 0.00037872806775608
327	 18 	 H3N 	 NH3 	 0.0006039704606603045 	 0.0006039704606603045
327	 16 	 CH2 	 CH2 	 0.004800036206050884 	 0.004800036206050884
327	 21 	 HN2O 	 HON2 	 0.006978068415864296 	 0.006978068415864296
327	 7 	 CO 	 OC 	 2.766064428766772e-05 	 2.766064428766772e-05
327	 4 	 CO2 	 CO2 	 0.002172092525199653 	 0.002172092525199653
327	 25 	 Li 	 Li 	 4.201905575576855e-05 	 4.201905575576855e-05
327	 10 	 NO 	 NO 	 0.0005290810042839468 	 0.0005290810042839468
327	 0 	 H2 	 H2 	 1.2447160385813803e-05 	 1.2447160385813803e-05
328	 5 	 F2 	 F2 	 0.0003788796743553408 	 0.0003788796743553408
328	 16 	 CH2 	 CH2 	 0.004800164450181605 	 0.004800164450181605
328	 22 	 CH4O 	 CH4O 	 0.0003043565228870621 	 0.0003043565228870621
328	 11 	 NO2 	 NO2 	 0.01665847976367941 	 0.01665847976367941
328	 19 	 HO 	 OH 	 4.520790289657638e-07 	 4.520790289657638e-07
328	 20 	 CH 	 CH 	 3.980714180585432e-07 	 3.980714180585432e-07
328	 17 	 H2O 	 OH2 	 1.6273979558895857e-06 	 1.6273979558895857e-06
328	 13 	 O3 	 O3 	 0.017582621561361277 	 0.017582621561361277
328	 12 	 HN 	 NH 	 0.001771553913055521 	 0.001771553913055521
328	 23 	 HF2 	 HF2 	 0.002783363884737196 	 0.002783363884737196
328	 7 	 CO 	 OC 	 2.7689291384872223e-05 	 2.7689291384872223e-05
328	 24 	 C 	 C 	 1.3179774953301983e-05 	 1.3179774953301983e-05
328	 25 	 Li 	 Li 	 3.9664852399121825e-05 	 3.9664852399121825e-05
328	 4 	 CO2 	 CO2 	 0.002239650243422988 	 0.002239650243422988
328	 1 	 N2 	 N2 	 0.00021169390109514874 	 0.00021169390109514874
328	 10 	 NO 	 NO 	 0.0005289411965738847 	 0.0005289411965738847
328	 0 	 H2 	 H2 	 1.1051670363109203e-05 	 1.1051670363109203e-05
328	 21 	 HN2O 	 HON2 	 0.006978052362359639 	 0.006978052362359639
328	 8 	 HLi 	 LiH 	 1.8089434841674376e-05 	 1.8089434841674376e-05
328	 2 	 FLi 	 LiF 	 0.006080598596893508 	 0.006080598596893508
328	 18 	 H3N 	 NH3 	 0.000603199330697937 	 0.000603199330697937
328	 14 	 N2O 	 N2O 	 0.014616104583131985 	 0.014616104583131985
328	 3 	 CHN 	 CNH 	 0.001949204111392444 	 0.001949204111392444
328	 6 	 C2H2 	 C2H2 	 0.04317222028405267 	 0.04317222028405267
328	 9 	 Na2 	 Na2 	 1.870744159172384e-08 	 1.870744159172384e-08
328	 15 	 CH3 	 CH3 	 0.0001908703940838057 	 0.0001908703940838057
329	 13 	 O3 	 O3 	 0.017580031646033296 	 0.017580031646033296
329	 11 	 NO2 	 NO2 	 0.016657140301501918 	 0.016657140301501918
329	 22 	 CH4O 	 CH4O 	 0.00030435505358073503 	 0.00030435505358073503
329	 5 	 F2 	 F2 	 0.0003787807130904898 	 0.0003787807130904898
329	 19 	 HO 	 OH 	 1.0595627359463054e-06 	 1.0595627359463054e-06
329	 9 	 Na2 	 Na2 	 1.960229135720191e-08 	 1.960229135720191e-08
329	 0 	 H2 	 H2 	 1.0778782966689387e-05 	 1.0778782966689387e-05
329	 21 	 HN2O 	 HON2 	 0.006978022346420769 	 0.006978022346420769
329	 12 	 HN 	 NH 	 0.0017716117928827718 	 0.0017716117928827718
329	 20 	 CH 	 CH 	 3.954282522004929e-07 	 3.954282522004929e-07
329	 17 	 H2O 	 OH2 	 2.8166744974380723e-07 	 2.8166744974380723e-07
329	 6 	 C2H2 	 C2H2 	 0.03902180957962819 	 0.03902180957962819
329	 14 	 N2O 	 N2O 	 0.01461529949172822 	 0.01461529949172822
329	 2 	 FLi 	 LiF 	 0.006084116859467022 	 0.006084116859467022
329	 3 	 CHN 	 CNH 	 0.001953929430802752 	 0.001953929430802752
329	 18 	 H3N 	 NH3 	 0.0006032890477919548 	 0.0006032890477919548
329	 23 	 HF2 	 HF2 	 0.0027833513043706666 	 0.0027833513043706666
329	 1 	 N2 	 N2 	 0.00021209943432288166 	 0.00021209943432288166
329	 10 	 NO 	 NO 	 0.0005457495189167467 	 0.0005457495189167467
329	 7 	 CO 	 OC 	 2.7658497809625846e-05 	 2.7658497809625846e-05
329	 8 	 HLi 	 LiH 	 1.7769234255576263e-05 	 1.7769234255576263e-05
329	 25 	 Li 	 Li 	 4.483637336799127e-05 	 4.483637336799127e-05
329	 24 	 C 	 C 	 1.3156433718539977e-05 	 1.3156433718539977e-05
329	 4 	 CO2 	 CO2 	 0.002170758636316527 	 0.002170758636316527
329	 16 	 CH2 	 CH2 	 0.004799994155111228 	 0.004799994155111228
329	 15 	 CH3 	 CH3 	 0.00019123242955312145 	 0.00019123242955312145
330	 23 	 HF2 	 HF2 	 0.002783349696788845 	 0.002783349696788845
330	 3 	 CHN 	 CNH 	 0.0019519773110133697 	 0.0019519773110133697
330	 24 	 C 	 C 	 1.3320266596147118e-05 	 1.3320266596147118e-05
330	 12 	 HN 	 NH 	 0.0017717240276621429 	 0.0017717240276621429
330	 16 	 CH2 	 CH2 	 0.004800784070087899 	 0.004800784070087899
330	 14 	 N2O 	 N2O 	 0.01479706259639049 	 0.01479706259639049
330	 10 	 NO 	 NO 	 0.0005291510791264222 	 0.0005291510791264222
330	 4 	 CO2 	 CO2 	 0.002239926486301575 	 0.002239926486301575
330	 18 	 H3N 	 NH3 	 0.0006042743982540365 	 0.0006042743982540365
330	 6 	 C2H2 	 C2H2 	 0.04529311011774902 	 0.04529311011774902
330	 5 	 F2 	 F2 	 0.00037884955880930764 	 0.00037884955880930764
330	 7 	 CO 	 OC 	 2.77135803270616e-05 	 2.77135803270616e-05
330	 21 	 HN2O 	 HON2 	 0.00697795058364803 	 0.00697795058364803
330	 20 	 CH 	 CH 	 3.9576303762333265e-07 	 3.9576303762333265e-07
330	 2 	 FLi 	 LiF 	 0.006075596524540531 	 0.006075596524540531
330	 11 	 NO2 	 NO2 	 0.017044910914025532 	 0.017044910914025532
330	 17 	 H2O 	 OH2 	 1.6312516245712848e-06 	 1.6312516245712848e-06
330	 19 	 HO 	 OH 	 4.5918600263948883e-07 	 4.5918600263948883e-07
330	 13 	 O3 	 O3 	 0.017580408832682116 	 0.017580408832682116
330	 15 	 CH3 	 CH3 	 0.00019073522462894404 	 0.00019073522462894404
330	 8 	 HLi 	 LiH 	 1.8047411178256802e-05 	 1.8047411178256802e-05
330	 25 	 Li 	 Li 	 4.3768483199666184e-05 	 4.3768483199666184e-05
330	 0 	 H2 	 H2 	 1.2585746647406824e-05 	 1.2585746647406824e-05
330	 22 	 CH4O 	 CH4O 	 0.0003043482880804744 	 0.0003043482880804744
330	 1 	 N2 	 N2 	 0.00020912492092430322 	 0.00020912492092430322
330	 9 	 Na2 	 Na2 	 1.8459910024216817e-08 	 1.8459910024216817e-08
331	 13 	 O3 	 O3 	 0.017579206560465768 	 0.017579206560465768
331	 14 	 N2O 	 N2O 	 0.014614000140953475 	 0.014614000140953475
331	 17 	 H2O 	 OH2 	 1.6280114153766306e-06 	 1.6280114153766306e-06
331	 24 	 C 	 C 	 1.3255628160695839e-05 	 1.3255628160695839e-05
331	 8 	 HLi 	 LiH 	 1.7802586644328767e-05 	 1.7802586644328767e-05
331	 16 	 CH2 	 CH2 	 0.0048003665928642286 	 0.0048003665928642286
